"centrale_serial";"lecteur_serial"
"1001-2538000527";"22465200002400002b00002551004677"
"1101-2549000644";"22465200002400002b00002551004640"
"1101-2551000092";"22465200002400002b00002602005534"
"1101-2548000484";"22465200002400002b00002546003761"
"1101-2549000028";"22465200002400002b00002549004359"
"1101-2551000411";"22465200002400002b00002602005810"
"1101-2551000029";"22465200002400002b00002602005503"
"1101-2551000413";"22465200002400002b00002602005798"
"1001-2538000662";"22465200002400002b00002551004775"
"1101-2549000074";"22465200002400002b00002551004762"
"1101-2548000411";"22465200002400002b00002546003703"
"1101-2548000421";"22465200002400002b00002546003590"
"1101-2548000438";"22465200002400002b00002545003475"
"1101-2549000578";"22465200002400002b00002551004905"
"1101-2551000409";"22465200002400002b00002602005491"
"1101-2549000467";"22465200002400002b00002551004770"
"1101-2549000481";"22465200002400002b00002551004756"
"1101-2537002371";"22465200002400002b00002535001193"
"1101-2543000385";"22465200002400002b00002551004691"
"1101-2551000790";"22465200002400002b00002602005551"
"1101-2551000751";"22465200002400002b00002602005602"
"1101-2551000752";"22465200002400002b00002602005509"
"1101-2551000817";"22465200002400002b00002602005700"
"1101-2548000461";"22465200002400002b00002551004749"
"1101-2548020023";"22465200002400002b00002551005062"
"1101-2548020020";"22465200002400002b00002551004942"
"1101-2548000474";"22465200002400002b00002551005048"
"1101-2548000471";"22465200002400002b00002551004926"
"1101-2548020022";"22465200002400002b00002602005106"
"1101-2604000567";"22465200002400002b00002602005098"
"1101-2548000203";"22465200002400002b00002551004952"
"1101-2548020104";"22465200002400002b00002551004940"
"1101-2549000170";"22465200002400002b00002602005739"
"1101-2548000211";"22465200002400002b00002602005143"
"1101-2625000545";"22465200002400002b00002545003327"
"1101-2549000154";"22465200002400002b00002549004516"
"1101-2549000621";"22465200002400002b00002551004782"
"1101-2548000497";"22465200002400002b00002549004354"
"1101-2548000159";"22465200002400002b00002546003764"
"1101-2537002020";"22465200002400002b00002535001969"
"1101-2549000643";"22465200002400002b00002551004650"
"1101-2549000618";"22465200002400002b00002551004641"
"1101-2532000345";"22465200002400002b00002535000520"
"1101-2549000570";"22465200002400002b00002551004820"
"1101-2532000760";"22465200002400002b00002535001497"
"1101-2532001543";"22465200002400002b00002535001916"
"1101-2549000681";"22465200002400002b00002551005006"
"1101-2549000062";"22465200002400002b00002551004672"
"1101-2537002308";"22465200002400002b00002543002836"
"1101-2543000196";"22465200002400002b00002543002960"
"1101-2548000367";"22465200002400002b00002546003546"
"1001-2550000483";"22465200002400002b00002551004681"
"1101-2537001837";"22465200002400002b00002543002691"
"1101-2532000768";"22465200002400002b00002535001957"
"1101-2548000331";"22465200002400002b00002546003559"
"1101-2548000221";"22465200002400002b00002551004841"
"1101-2548000177";"22465200002400002b00002602005139"
"1101-2551000445";"22465200002400002b00002602005486"
"1101-2548000209";"22465200002400002b00002551004967"
"1101-2548000260";"22465200002400002b00002551005042"
"1101-2548000193";"22465200002400002b00002551004791"
"1101-2548000490";"22465200002400002b00002551004583"
"1101-2548000195";"22465200002400002b00002551004695"
"1101-2548000189";"22465200002400002b00002551004587"
"1101-2548000258";"22465200002400002b00002551004849"
"1101-2548000142";"22465200002400002b00002602005116"
"1101-2548000237";"22465200002400002b00002551004810"
"1101-2551000077";"22465200002400002b00002551004771"
"1101-2548000176";"22465200002400002b00002602005113"
"1101-2548000255";"22465200002400002b00002551004696"
"1101-2548000225";"22465200002400002b00002602005101"
"1101-2537002318";"22465200002400002b00002535001327"
"1101-2548000265";"22465200002400002b00002551004586"
"1101-2532000563";"22465200002400002b00002535000843"
"1101-2532000303";"22465200002400002b00002535000344"
"1101-2551000450";"22465200002400002b00002602005790"
"1101-2551000089";"22465200002400002b00002602005799"
"1101-2551000057";"22465200002400002b00002602005498"
"1101-2551000415";"22465200002400002b00002551004969"
"1101-2551000748";"22465200002400002b00002551004976"
"1101-2549000423";"22465200002400002b00002551004878"
"1101-2549000398";"22465200002400002b00002602005774"
"1101-2551000789";"22465200002400002b00002602005508"
"1101-2549000400";"22465200002400002b00002551005014"
"1101-2532001104";"22465200002400002b00002625001004"
"1101-2532000663";"22465200002400002b00002535001929"
"1101-2532000239";"22465200002400002b00002535000849"
"1101-2537001800";"22465200002400002b00002551004643"
"1101-2551000447";"22465200002400002b00002602005087"
"1101-2537002084";"22465200002400002b00002535001516"
"1101-2537002037";"22465200002400002b00002543002526"
"1101-2532001568";"22465200002400002b00002549004326"
"1101-2532001136";"22465200002400002b00002535000684"
"1101-2549000470";"22465200002400002b00002551004970"
"1101-2551000444";"22465200002400002b00002602005781"
"1101-2549000690";"22465200002400002b00002602005120"
"1101-2549000368";"22465200002400002b00002549004212"
"1101-2551000722";"22465200002400002b00002602005094"
"1101-2549000396";"22465200002400002b00002549004220"
"1101-2548000386";"22465200002400002b00002549004368"
"1101-2532001603";"22465200002400002b00002535000610"
"1101-2532001213";"22465200002400002b00002535000533"
"1101-2548020005";"22465200002400002b00002551004938"
"1101-2537002346";"22465200002400002b00002543002892"
"1101-2551000102";"22465200002400002b00002602005817"
"1101-2532001026";"22465200002400002b00002535000543"
"1101-2532000573";"22465200002400002b00002535002009"
"1101-2537002013";"22465200002400002b00002535002156"
"1101-2532000895";"22465200002400002b00002535002036"
"1101-2549000024";"22465200002400002b00002551004751"
"1101-2551000472";"22465200002400002b00002551004703"
"1101-2537002261";"22465200002400002b00002535000804"
"1101-2551000687";"22465200002400002b00002604006264"
"1101-2551000036";"22465200002400002b00002602005770"
"1101-2551000067";"22465200002400002b00002602005753"
"1101-2548000450";"22465200002400002b00002551004845"
"1101-2549000462";"22465200002400002b00002549004316"
"1101-2548000502";"22465200002400002b00002549004495"
"1101-2549000441";"22465200002400002b00002545003434"
"1101-2549000411";"22465200002400002b00002551004595"
"1101-2551000421";"22465200002400002b00002602005784"
"1101-2537002227";"22465200002400002b00002543002816"
"1101-2548000353";"22465200002400002b00002549004427"
"1101-2537002322";"22465200002400002b00002543003022"
"1101-2551000439";"22465200002400002b00002602005686"
"1101-2551000503";"22465200002400002b00002602005818"
"1101-2551000674";"22465200002400002b00002604006222"
"1101-2537002164";"22465200002400002b00002535001739"
"1101-2551000109";"22465200002400002b00002602005646"
"1101-2551000566";"22465200002400002b00002604006411"
"1101-2551000676";"22465200002400002b00002604006183"
"1101-2551000492";"22465200002400002b00002551004777"
"1101-2551000659";"22465200002400002b00002602005523"
"1101-2551000670";"22465200002400002b00002604006230"
"1101-2551000635";"22465200002400002b00002604006198"
"1101-2551000773";"22465200002400002b00002604006195"
"1101-2551000502";"22465200002400002b00002604006260"
"1101-2543000701";"22465200002400002b00002543002429"
"1101-2547020018";"22465200002400002b00002549004355"
"1101-2551000509";"22465200002400002b00002602005722"
"1101-2551000495";"22465200002400002b00002604006300"
"1101-2543000403";"22465200002400002b00002551004800"
"1101-2549000145";"22465200002400002b00002549004362"
"1101-2543000604";"22465200002400002b00002546003750"
"1101-2537002201";"22465200002400002b00002535001352"
"1101-2548000314";"22465200002400002b00002545003372"
"1101-2537002181";"22465200002400002b00002546003713"
"1101-2543000730";"22465200002400002b00002543002403"
"1101-2543000190";"22465200002400002b00002543002475"
"1101-2532000425";"22465200002400002b00002535002191"
"1101-2537002101";"22465200002400002b00002535001756"
"1101-2543000271";"22465200002400002b00002543002797"
"1101-2532000731";"22465200002400002b00002535002007"
"1101-2551000070";"22465200002400002b00002551004965"
"1101-2549000146";"22465200002400002b00002602005760"
"1101-2551000090";"22465200002400002b00002602005599"
"1101-2543000126";"22465200002400002b00002543002826"
"1101-2549000418";"22465200002400002b00002602005751"
"1101-2532001601";"22465200002400002b00002535001967"
"1101-2625000642";"22465200002400002b00002551004951"
"1101-2537002039";"22465200002400002b00002543002844"
"1101-2549000387";"22465200002400002b00002602005518"
"1101-2625001132";"22465200002400002b00002543002425"
"1101-2543000073";"22465200002400002b00002543002432"
"1101-2532001469";"22465200002400002b00002535001443"
"1101-2532001407";"22465200002400002b00002535000168"
"1101-2551000706";"22465200002400002b00002602005604"
"1101-2543000197";"22465200002400002b00002545003268"
"1101-2543000296";"22465200002400002b00002545003402"
"1101-2543000088";"22465200002400002b00002545003370"
"1101-2549000452";"22465200002400002b00002602005645"
"1101-2549000487";"22465200002400002b00002602005545"
"1101-2551000646";"22465200002400002b00002604006185"
"1101-2551000690";"22465200002400002b00002604006217"
"1101-2551000065";"22465200002400002b00002602005756"
"1101-2551000715";"22465200002400002b00002604006178"
"1101-2551000683";"22465200002400002b00002549004254"
"1101-2549000568";"22465200002400002b00002551004648"
"1101-2549000699";"22465200002400002b00002551004887"
"1101-2551000712";"22465200002400002b00002604006190"
"1101-2543000750";"22465200002400002b00002543002488"
"1101-2551000693";"22465200002400002b00002604006200"
"1101-2625000441";"22465200002400002b00002625000975"
"1101-2551000402";"22465200002400002b00002602005563"
"1101-2537002021";"22465200002400002b00002535001763"
"1101-2551000713";"22465200002400002b00002604006336"
"1101-2551000774";"22465200002400002b00002535000158"
"1101-2551000717";"22465200002400002b00002604006229"
"1001-2550000373";"22465200002400002b00002602005565"
"1101-2543000165";"22465200002400002b00002543002842"
"1101-2548000414";"22465200002400002b00002546003623"
"1101-2548000282";"22465200002400002b00002545003451"
"1101-2551000042";"22465200002400002b00002602005761"
"1101-2551000606";"22465200002400002b00002602005115"
"1101-2551000607";"22465200002400002b00002551004736"
"1101-2551000593";"22465200002400002b00002551004699"
"1101-2532000252";"22465200002400002b00002535001323"
"1101-2551000425";"22465200002400002b00002602005677"
"1101-2543000269";"22465200002400002b00002535001533"
"1101-2551000446";"22465200002400002b00002551005077"
"1101-2551000764";"22465200002400002b00002602005495"
"1101-2543000484";"22465200002400002b00002543002870"
"1101-2548000115";"22465200002400002b00002551004767"
"1101-2546000052";"22465200002400002b00002546003716"
"1101-2543000722";"22465200002400002b00002543002933"
"1101-2543000489";"22465200002400002b00002602005524"
"1101-2551000233";"22465200002400002b00002607006491"
"1101-2551000710";"22465200002400002b00002604006439"
"1101-2551000718";"22465200002400002b00002604006337"
"1101-2551000253";"22465200002400002b00002607007093"
"1101-2551000196";"22465200002400002b00002607006511"
"1101-2532000444";"22465200002400002b00002535002255"
"1101-2551000512";"22465200002400002b00002604006434"
"1101-2551000707";"22465200002400002b00002604006281"
"1101-2551000506";"22465200002400002b00002604006278"
"1101-2551000689";"22465200002400002b00002604006440"
"1101-2551000223";"22465200002400002b00002607006657"
"1101-2551000259";"22465200002400002b00002607006494"
"1101-2551000720";"22465200002400002b00002604006302"
"1101-2551000701";"22465200002400002b00002604006338"
"1101-2551000377";"22465200002400002b00002607006893"
"1101-2532000997";"22465200002400002b00002535000665"
"1101-2543000180";"22465200002400002b00002543002455"
"1101-2551000704";"22465200002400002b00002604006193"
"1101-2551000228";"22465200002400002b00002607006656"
"1101-2551000231";"22465200002400002b00002607006785"
"1101-2551000711";"22465200002400002b00002604006288"
"1101-2551000215";"22465200002400002b00002607006970"
"1101-2551000694";"22465200002400002b00002604006403"
"1101-2548000197";"22465200002400002b00002549004538"
"1101-2551000257";"22465200002400002b00002607006492"
"1101-2551000716";"22465200002400002b00002604006432"
"1101-2532000216";"22465200002400002b00002535002248"
"1101-2551000384";"22465200002400002b00002607006967"
"1101-2532000867";"22465200002400002b00002535001745"
"1101-2551000684";"22465200002400002b00002602005577"
"1101-2551000514";"22465200002400002b00002607006776"
"1101-2551000539";"22465200002400002b00002607006937"
"1101-2551000521";"22465200002400002b00002607006638"
"1101-2551000558";"22465200002400002b00002607006925"
"1101-2537002254";"22465200002400002b00002535000367"
"1101-2551000202";"22465200002400002b00002607007081"
"1101-2551000520";"22465200002400002b00002607006918"
"1101-2551000515";"22465200002400002b00002607006612"
"1101-2551000517";"22465200002400002b00002607006864"
"1001-2538000306";"22465200002400002b00002551004766"
"1101-2551000652";"22465200002400002b00002607006602"
"1101-2604906257";"22465200002400002b00002604006458"
"1101-2604906215";"22465200002400002b00002604006341"
"1101-2604906217";"22465200002400002b00002604006451"
"1101-2604906216";"22465200002400002b00002604006427"
"1101-2604906226";"22465200002400002b00002604006184"
"1101-2604906260";"22465200002400002b00002604006465"
"1101-2604906263";"22465200002400002b00002604006276"
"1101-2604906252";"22465200002400002b00002604006385"
"1101-2551000770";"22465200002400002b00002602005505"
"1101-2549000596";"22465200002400002b00002551004651"
"1101-2548000482";"22465200002400002b00002549004353"
"1101-2551000106";"22465200002400002b00002551004829"
"1101-2551000781";"22465200002400002b00002604006395"
"1101-2551000487";"22465200002400002b00002607006774"
"1101-2551000661";"22465200002400002b00002607007069"
"1101-2551000648";"22465200002400002b00002607006765"
"1101-2551000580";"22465200002400002b00002607006769"
"1101-2551000500";"22465200002400002b00002607006974"
"1101-2551000563";"22465200002400002b00002607007006"
"1101-2613100630";"22465200002400002b00002607006986"
"1101-2551000524";"22465200002400002b00002607006618"
"1101-2547000021";"22465200002400002b00002602005134"
"1101-2551000681";"22465200002400002b00002607006904"
"1101-2551000505";"22465200002400002b00002607006520"
"1101-2551000584";"22465200002400002b00002535000897"
"1101-2522000911";"22465200002400002b00002551004839"
"1101-2551000623";"22465200002400002b00002604006456"
"1101-2543000176";"22465200002400002b00002545003377"
"1101-2551000264";"22465200002400002b00002602005690"
"1101-2551000666";"22465200002400002b00002549004390"
"1101-2551000148";"22465200002400002b00002607006758"
"1101-2524001242";"22465200002400002b00002607006490"
"1101-2548000413";"22465200002400002b00002549004551"
"1101-2532000839";"22465200002400002b00002535000674"
"1101-2551000221";"22465200002400002b00002551004892"
"1101-2549000509";"22465200002400002b00002549004263"
"1101-2532001682";"22465200002400002b00002535000852"
"1101-2604906256";"22465200002400002b00002604006414"
"1101-2548000156";"22465200002400002b00002546003640"
"1101-2548000274";"22465200002400002b00002546003549"
"1101-2543000577";"22465200002400002b00002543002807"
"1101-2543000087";"22465200002400002b00002543002932"
"1101-2537001822";"22465200002400002b00002543002956"
"1101-2524001503";"22465200002400002b00002545003287"
"1101-2549000147";"22465200002400002b00002551004769"
"1101-2551000185";"22465200002400002b00002607006578"
"1101-2551000766";"22465200002400002b00002602005707"
"1001-2550000394";"22465200002400002b00002551004924"
"1101-2549000049";"22465200002400002b00002551004727"
"1101-2532000933";"22465200002400002b00002535000901"
"1101-2548000327";"22465200002400002b00002546003534"
"1001-2538000326";"22465200002400002b00002551004626"
"1101-2551000069";"22465200002400002b00002602005750"
"1101-2551000633";"22465200002400002b00002604006266"
"1101-2549000401";"22465200002400002b00002551005041"
"1101-2551000675";"22465200002400002b00002607006693"
"1101-2551000378";"22465200002400002b00002551005073"
"1101-2551000466";"22465200002400002b00002602005102"
"1101-2551000468";"22465200002400002b00002551005066"
"1101-2551000066";"22465200002400002b00002551004971"
"1101-2551000643";"22465200002400002b00002549004423"
"1101-2552000001";"22465200002400002b00002607006479"
"1101-2551000195";"22465200002400002b00002551004700"
"1101-2549000406";"22465200002400002b00002549004523"
"1101-2551000193";"22465200002400002b00002602005841"
"1101-2532001461";"22465200002400002b00002535000515"
"1101-2604000426";"22465200002400002b00002602005725"
"1101-2604000527";"22465200002400002b00002602005852"
"1101-2532000711";"22465200002400002b00002551004968"
"1101-2551000055";"22465200002400002b00002602005089"
"1101-2551000209";"22465200002400002b00002604006431"
"1101-2551000649";"22465200002400002b00002602005519"
"1101-2604906239";"22465200002400002b00002602005580"
"1101-2604000533";"22465200002400002b00002602005870"
"1101-2604906231";"22465200002400002b00002602005856"
"1101-2604906247";"22465200002400002b00002604006289"
"1101-2551000182";"22465200002400002b00002607006562"
"1101-2532000287";"22465200002400002b00002535001355"
"1101-2549000068";"22465200002400002b00002551004844"
"1101-2543000697";"22465200002400002b00002543002680"
"1101-2604000499";"22465200002400002b00002551004846"
"1101-2551000173";"22465200002400002b00002607006946"
"1101-2543000137";"22465200002400002b00002543002380"
"1101-2551000149";"22465200002400002b00002607006927"
"1101-2551000525";"22465200002400002b00002607006541"
"1101-2551000376";"22465200002400002b00002607006607"
"1101-2551000804";"22465200002400002b00002602005636"
"1101-2537001981";"22465200002400002b00002543002912"
"1101-2506000840";"22465200002400002b00002535001795"
"1101-2551000522";"22465200002400002b00002607006588"
"1101-2549000469";"22465200002400002b00002549004280"
"1101-2551000191";"22465200002400002b00002551005000"
"1101-2549000043";"22465200002400002b00002549004413"
"1101-2543000672";"22465200002400002b00002543002818"
"1101-2537002010";"22465200002400002b00002535001876"
"1101-2551000546";"22465200002400002b00002607007052"
"1101-2551000656";"22465200002400002b00002602005853"
"1101-2625001160";"22465200002400002b00002602005862"
"1101-2551000617";"22465200002400002b00002607006875"
"1101-2551000184";"22465200002400002b00002607006684"
"1101-2551000576";"22465200002400002b00002607006580"
"1101-2549000721";"22465200002400002b00002602005660"
"1101-2537002043";"22465200002400002b00002543002605"
"1101-2551000600";"22465200002400002b00002607006508"
"1101-2551000597";"22465200002400002b00002607007222"
"1101-2551000159";"22465200002400002b00002607007061"
"1101-2549000622";"22465200002400002b00002607006862"
"1101-2551000186";"22465200002400002b00002607006973"
"1101-2551000164";"22465200002400002b00002607006519"
"1101-2551000591";"22465200002400002b00002607007084"
"1101-2551000614";"22465200002400002b00002607007026"
"1101-2551000611";"22465200002400002b00002607007091"
"1101-2551000627";"22465200002400002b00002607006861"
"1101-2625000590";"22465200002400002b00002625000911"
"1101-2551000519";"22465200002400002b00002602005775"
"1101-2537002185";"22465200002400002b00002535001163"
"1101-2551000732";"22465200002400002b00002602005736"
"1101-2551000760";"22465200002400002b00002602005607"
"1101-2537002111";"22465200002400002b00002543002882"
"1101-2537002082";"22465200002400002b00002546003725"
"1101-2543000771";"22465200002400002b00002546003612"
"1101-2551000637";"22465200002400002b00002551004866"
"1101-2537002174";"22465200002400002b00002535000751"
"1101-2543000377";"22465200002400002b00002546003531"
"1101-2549000700";"22465200002400002b00002551004716"
"1101-2532000383";"22465200002400002b00002535000671"
"1101-2551000561";"22465200002400002b00002602005678"
"1101-2551000197";"22465200002400002b00002602005142"
"1101-2537002270";"22465200002400002b00002535001970"
"1101-2549000551";"22465200002400002b00002551004581"
"1101-2549000556";"22465200002400002b00002602005144"
"1101-2537001985";"22465200002400002b00002535000658"
"1101-2537001873";"22465200002400002b00002535001523"
"1101-2543000423";"22465200002400002b00002545003193"
"1101-2549000682";"22465200002400002b00002551004728"
"1101-2551000385";"22465200002400002b00002607006882"
"1101-2532001015";"22465200002400002b00002535002033"
"1101-2551000126";"22465200002400002b00002602005533"
"1101-2549000404";"22465200002400002b00002602005105"
"1101-2551000581";"22465200002400002b00002602005502"
"1101-2551000171";"22465200002400002b00002602005778"
"1101-2551000145";"22465200002400002b00002551005074"
"1101-2532001028";"22465200002400002b00002535000507"
"1101-2604000535";"22465200002400002b00002607007079"
"1101-2549000061";"22465200002400002b00002551004721"
"1101-2549000550";"22465200002400002b00002602005141"
"1101-2548000467";"22465200002400002b00002549004338"
"1101-2551000192";"22465200002400002b00002602005114"
"1101-2537002167";"22465200002400002b00002535001956"
"1101-2551000644";"22465200002400002b00002607006762"
"1101-2551000628";"22465200002400002b00002607007252"
"1101-2604000384";"22465200002400002b00002607006913"
"1101-2604906207";"22465200002400002b00002607006883"
"1101-2543000555";"22465200002400002b00002545003401"
"1101-2604906248";"22465200002400002b00002604006340"
"1101-2551000650";"22465200002400002b00002602005747"
"1101-2549000650";"22465200002400002b00002551004662"
"1101-2543000493";"22465200002400002b00002546003635"
"1101-2604000620";"22465200002400002b00002607006980"
"1101-2604906204";"22465200002400002b00002607006933"
"1101-2604906253";"22465200002400002b00002607006577"
"1101-2604906214";"22465200002400002b00002607006572"
"1101-2604906228";"22465200002400002b00002607006551"
"1101-2604906245";"22465200002400002b00002607006994"
"1101-2551000622";"22465200002400002b00002607006524"
"1101-2543000420";"22465200002400002b00002546003625"
"1101-2543000289";"22465200002400002b00002543002503"
"1101-2549000392";"22465200002400002b00002549004240"
"1101-2548000270";"22465200002400002b00002607006892"
"1101-2551000392";"22465200002400002b00002607006604"
"1101-2551000232";"22465200002400002b00002607006637"
"1101-2551000653";"22465200002400002b00002607006643"
"1101-2551000210";"22465200002400002b00002607006652"
"1101-2551000163";"22465200002400002b00002607006703"
"1101-2551000225";"22465200002400002b00002607007098"
"1101-2551000160";"22465200002400002b00002607006484"
"1101-2551000401";"22465200002400002b00002607006714"
"1101-2551000147";"22465200002400002b00002607007090"
"1101-2551000258";"22465200002400002b00002607006701"
"1101-2551000198";"22465200002400002b00002607006761"
"1101-2551000156";"22465200002400002b00002607006988"
"1101-2551000144";"22465200002400002b00002607006646"
"1101-2551000189";"22465200002400002b00002607006929"
"1101-2551000256";"22465200002400002b00002607006953"
"1101-2551000234";"22465200002400002b00002607006502"
"1101-2551000490";"22465200002400002b00002549004249"
"1101-2551000167";"22465200002400002b00002607006506"
"1101-2551000188";"22465200002400002b00002607006959"
"1101-2551000181";"22465200002400002b00002607006704"
"1101-2551000709";"22465200002400002b00002607006950"
"1101-2551000172";"22465200002400002b00002607006681"
"1101-2547020026";"22465200002400002b00002549004481"
"1101-2604000488";"22465200002400002b00002607007317"
"1101-2604000622";"22465200002400002b00002607007309"
"1101-2548000249";"22465200002400002b00002551005023"
"1101-2604906453";"22465200002400002b00002607007606"
"1101-2532001068";"22465200002400002b00002535000554"
"1101-2549000376";"22465200002400002b00002549004233"
"1101-2604906241";"22465200002400002b00002604006342"
"1101-2604000573";"22465200002400002b00002607006550"
"1101-2604906507";"22465200002400002b00002607007559"
"1101-2551000375";"22465200002400002b00002602005665"
"1101-2604906233";"22465200002400002b00002602005846"
"1101-2548000244";"22465200002400002b00002607007438"
"1101-2604000385";"22465200002400002b00002602005844"
"1101-2532001035";"22465200002400002b00002607007087"
"1101-2551000121";"22465200002400002b00002602005667"
"1101-2604000599";"22465200002400002b00002607007442"
"1101-2604906242";"22465200002400002b00002607007105"
"1101-2551000587";"22465200002400002b00002602005132"
"1101-2532000401";"22465200002400002b00002543002452"
"1101-2537002209";"22465200002400002b00002543002694"
"1101-2549000672";"22465200002400002b00002551004694"
"1101-2548000280";"22465200002400002b00002546003654"
"1101-2532001165";"22465200002400002b00002535002210"
"1101-2604000356";"22465200002400002b00002607006919"
"1101-2551000639";"22465200002400002b00002551005016"
"1101-2532001458";"22465200002400002b00002535000153"
"1101-2543000466";"22465200002400002b00002549004488"
"1101-2549000383";"22465200002400002b00002602005670"
"1101-2607000041";"22465200002400002b00002607006938"
"1101-2549000546";"22465200002400002b00002551004636"
"1001-2538000424";"22465200002400002b00002602005090"
"1101-2551000729";"22465200002400002b00002607006660"
"1101-2604906569";"22465200002400002b00002604006179"
"1101-2551000794";"22465200002400002b00002602005542"
"1101-2604906654";"22465200002400002b00002607006870"
"1101-2548000118";"22465200002400002b00002551005026"
"1101-2604906523";"22465200002400002b00002604006225"
"1101-2548000341";"22465200002400002b00002535001374"
"1101-2604906634";"22465200002400002b00002607007785"
"1101-2532000689";"22465200002400002b00002535001718"
"1101-2549000066";"22465200002400002b00002602005151"
"1101-2548020025";"22465200002400002b00002535000086"
"1101-2551000418";"22465200002400002b00002551004987"
"1101-2549000494";"22465200002400002b00002551004814"
"1101-2551000416";"22465200002400002b00002602005517"
"1101-2551000765";"22465200002400002b00002602005748"
"1101-2551000459";"22465200002400002b00002602005561"
"1101-2604000549";"22465200002400002b00002607006531"
"1101-2549000048";"22465200002400002b00002551004719"
"1101-2551000433";"22465200002400002b00002602005570"
"1101-2549000397";"22465200002400002b00002551004911"
"1101-2549000629";"22465200002400002b00002551004807"
"1101-2549000603";"22465200002400002b00002551004657"
"1101-2532000705";"22465200002400002b00002551004889"
"1101-2537002023";"22465200002400002b00002535002077"
"1101-2548000357";"22465200002400002b00002545003367"
"1101-2604000484";"22465200002400002b00002607007075"
"1101-2604000551";"22465200002400002b00002607006746"
"1101-2604000585";"22465200002400002b00002607007033"
"1101-2604000582";"22465200002400002b00002607007024"
"1101-2604906218";"22465200002400002b00002602005845"
"1101-2548000378";"22465200002400002b00002545003359"
"1101-2551000096";"22465200002400002b00002602005496"
"1101-2604906213";"22465200002400002b00002607006671"
"1101-2551000610";"22465200002400002b00002551005024"
"1101-2551000586";"22465200002400002b00002602005133"
"1101-2549000086";"22465200002400002b00002551004724"
"1101-2551000410";"22465200002400002b00002602005680"
"1101-2604906464";"22465200002400002b00002607007272"
"1101-2604000587";"22465200002400002b00002607006788"
"1101-2551000161";"22465200002400002b00002607007345"
"1101-2549000680";"22465200002400002b00002551004585"
"1101-2537001988";"22465200002400002b00002535000828"
"1101-2543000119";"22465200002400002b00002543002835"
"1101-2543000156";"22465200002400002b00002543002688"
"1101-2549000675";"22465200002400002b00002551004621"
"1101-2548000299";"22465200002400002b00002546003554"
"1101-2625000177";"22465200002400002b00002607006711"
"1101-2551000458";"22465200002400002b00002602005594"
"1101-2551000669";"22465200002400002b00002607006621"
"1101-2549000651";"22465200002400002b00002551004591"
"1101-2547000069";"22465200002400002b00002546003643"
"1101-2549000562";"22465200002400002b00002551004806"
"1101-2532001324";"22465200002400002b00002535001977"
"1101-2532001292";"22465200002400002b00002535001562"
"1101-2607000279";"22465200002400002b00002607007423"
"1101-2548000431";"22465200002400002b00002602005819"
"1101-2549000486";"22465200002400002b00002551005051"
"1101-2551000061";"22465200002400002b00002602005704"
"1101-2548000478";"22465200002400002b00002549004356"
"1101-2548000328";"22465200002400002b00002546003628"
"1101-2549000109";"22465200002400002b00002551004644"
"1101-2604000528";"22465200002400002b00002607007301"
"1101-2549000589";"22465200002400002b00002551004686"
"1101-2551000663";"22465200002400002b00002607007053"
"1101-2537002165";"22465200002400002b00002535000508"
"1101-2532000499";"22465200002400002b00002535001337"
"1101-2625000217";"22465200002400002b00002625001447"
"1101-2549000686";"22465200002400002b00002551004629"
"1101-2532001609";"22465200002400002b00002535000077"
"1101-2532000498";"22465200002400002b00002535001671"
"1101-2551000585";"22465200002400002b00002551004975"
"1001-2550000487";"22465200002400002b00002602005737"
"1101-2551000560";"22465200002400002b00002602005689"
"1101-2548000208";"22465200002400002b00002546003714"
"1101-2551000739";"22465200002400002b00002545003215"
"1101-2551000640";"22465200002400002b00002602005766"
"1101-2551000078";"22465200002400002b00002602005596"
"1101-2532000887";"22465200002400002b00002607007810"
"1101-2551000691";"22465200002400002b00002602005733"
"1101-2551000457";"22465200002400002b00002602005088"
"1101-2604906674";"22465200002400002b00002604006422"
"1101-2506000045";"22465200002400002b00002607006724"
"1101-2532000231";"22465200002400002b00002535000809"
"1101-2604906699";"22465200002400002b00002546003726"
"1101-2551000404";"22465200002400002b00002602005785"
"1001-2605000293";"22465200002400002b00002607007407"
"1101-2551000130";"22465200002400002b00002551004682"
"1101-2604000595";"22465200002400002b00002607006611"
"1101-2551000776";"22465200002400002b00002602005800"
"1101-2549000606";"22465200002400002b00002602005148"
"1101-2537002344";"22465200002400002b00002543002683"
"1101-2549000045";"22465200002400002b00002551004720"
"1101-2549000617";"22465200002400002b00002551004604"
"1101-2625000639";"22465200002400002b00002551004584"
"1101-2549000580";"22465200002400002b00002551004624"
"1101-2549000041";"22465200002400002b00002551004750"
"1101-2524001246";"22465200002400002b00002551005029"
"1101-2625001180";"22465200002400002b00002551004742"
"1101-2551000634";"22465200002400002b00002607007264"
"1101-2551000456";"22465200002400002b00002602005480"
"1101-2537002259";"22465200002400002b00002535001706"
"1101-2549000561";"22465200002400002b00002551004656"
"1101-2551000110";"22465200002400002b00002602005666"
"1101-2549000658";"22465200002400002b00002551004798"
"1101-2537001955";"22465200002400002b00002535000130"
"1101-2549000648";"22465200002400002b00002551004722"
"1101-2549000684";"22465200002400002b00002551004687"
"1101-2625000487";"22465200002400002b00002625001794"
"1101-2549000685";"22465200002400002b00002551004909"
"1101-2549000035";"22465200002400002b00002551004959"
"1101-2549000601";"22465200002400002b00002551004957"
"1101-2604000380";"22465200002400002b00002607006944"
